#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#          <p(Pa^2)>:   Pressure power spectral content
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.02"
# Column       1       2
VARIABLES =   "FREQ"  "<p(Pa^2)>"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
33449.91932769476      2.541759849460376
33463.18783992312      2.54175873490399
33476.45635215149      2.5417597952219304
33489.724864379845      2.5417546808464957
33502.9933766082      2.5417575874380636
33516.26188883656      2.5417540554960487
33529.53040106492      2.541754468117596
33542.798913293285      2.54176040511118
33556.06742552164      2.541754137385871
33569.33593775      2.541761281606947
33582.60444997836      2.5417567288608334
33595.87296220672      2.5417522511675306
33609.141474435084      2.5417598963833123
33622.40998666344      2.5417528046605167
33635.6784988918      2.5417584981496355
33648.94701112016      2.541756676904506
33662.21552334852      2.5417580140929106
33675.484035576876      2.5417543297827976
33688.75254780524      2.5417555824068603
33702.0210600336      2.5417550857026807
33715.28957226196      2.5417594161227584
33728.558084490316      2.5417545583864
33741.826596718674      2.5417551750941625
33755.09510894704      2.541755782363808
33768.3636211754      2.5417556404761745
33781.63213340376      2.5417523514191744
33794.900645632115      2.5417560644846513
33808.16915786047      2.541751417158957
33821.43767008884      2.5417565837142466
33834.7061823172      2.541753357570571
33847.974694545555      2.5417543467418784
33861.243206773914      2.541753300459689
33874.51171900227      2.5417571257372544
33887.78023123063      2.541757601931003
33901.048743458996      2.541754849296883
33914.317255687354      2.54175729391881
33927.58576791571      2.5417602869165066
33940.85428014407      2.5417567782499346
33954.12279237243      2.5417494330819954
33967.391304600795      2.5417559431495946
33980.65981682915      2.54176072708193
33993.92832905751      2.541756014932019
34007.19684128587      2.5417555411998562
34020.46535351423      2.5417553824101176
34033.73386574259      2.541757058958136
34047.00237797095      2.541761273115561
34060.27089019931      2.5417540690842126
34073.53940242767      2.541759037513978
34086.80791465603      2.541755000182903
34100.07642688439      2.541756010834599
34113.34493911275      2.5417561802434383
34126.61345134111      2.5417573076584765
34139.88196356947      2.5417551886250638
34153.150475797825      2.5417530249841835
34166.418988026184      2.541754552659997
34179.68750025455      2.5417535180970754
34192.95601248291      2.541757696551097
34206.224524711266      2.541755944773165
34219.493036939624      2.5417604135613425
34232.76154916798      2.5417540468309756
34246.03006139635      2.541757851445073
34259.29857362471      2.5417514460437296
34272.567085853065      2.5417565136824436
34285.83559808142      2.5417565740016017
34299.10411030978      2.541756711834389
34312.37262253815      2.5417572105897337
34325.641134766505      2.541758698421281
34338.90964699486      2.541753253355879
34352.17815922322      2.5417527669324405
34365.44667145158      2.541757227009566
34378.715183679946      2.5417547288572435
34391.983695908304      2.5417555405541306
34405.25220813666      2.5417555995664416
34418.52072036502      2.5417562968577023
34431.78923259338      2.5417557365534287
34445.05774482174      2.541753870165947
34458.3262570501      2.541753247257249
34471.59476927846      2.541759922428996
34484.86328150682      2.5417547341030677
34498.13179373518      2.54176500650126
34511.400305963536      2.541751644610166
34524.6688181919      2.541755831997815
34537.93733042026      2.541757033589368
34551.20584264862      2.5417580212359923
34564.47435487698      2.541761743251376
34577.742867105335      2.5417538869233045
34591.0113793337      2.541753389399154
34604.27989156206      2.541756704502541
34617.54840379042      2.541755339147987
34630.816916018775      2.5417607243834217
34644.085428247134      2.5417567147304947
34657.35394047549      2.541754819474592
34670.62245270386      2.541754670558191
34683.890964932216      2.541757873812523
34697.159477160574      2.5417564668127723
34710.42798938893      2.5417587461958226
34723.69650161729      2.541756176021364
34736.965013845656      2.5417582106129206
34750.233526074015      2.541756372576579
34763.50203830237      2.541754113872566
34776.77055053073      2.5417556717479135
34790.03906275909      2.5417546240656614
34803.307574987455      2.541753153639895
34816.57608721581      2.5417534363389254
34829.84459944417      2.541757493960272
34843.11311167253      2.541756546670281
34856.38162390089      2.5417591312304944
34869.650136129254      2.5417526513581987
34882.91864835761      2.541755733586726
34896.18716058597      2.5417601010604716
34909.45567281433      2.541755087000358
34922.72418504269      2.541753960189563
34935.992697271045      2.5417598219085513
34949.26120949941      2.5417617329482476
34962.52972172777      2.541753262200364
34975.79823395613      2.541756046692887
34989.066746184486      2.541753922785711
35002.335258412844      2.5417536753660164
35015.60377064121      2.541761680511257
35028.87228286957      2.5417559364112994
35042.14079509793      2.5417587667964257
35055.409307326285      2.541753166040986
35068.67781955464      2.541760446923792
35081.94633178301      2.541753151939496
35095.21484401137      2.5417559731461634
35108.483356239725      2.5417496498014573
35121.75186846808      2.5417585355254655
35135.02038069644      2.5417601805464303
35148.28889292481      2.5417513043948547
35161.557405153166      2.5417547637097435
35174.825917381524      2.5417539013810084
35188.09442960988      2.5417562873013746
35201.36294183824      2.541751361578458
35214.6314540666      2.5417527112059193
35227.899966294965      2.541758357659546
35241.16847852332      2.54175354236317
35254.43699075168      2.5417515691250494
35267.70550298004      2.541755976571157
35280.9740152084      2.5417558077157043
35294.24252743676      2.5417505599366743
35307.51103966512      2.5417593909291125
35320.77955189348      2.541760025696241
35334.04806412184      2.5417524781114076
35347.3165763502      2.5417532421465983
35360.58508857856      2.5417525873164593
35373.85360080692      2.541759118051822
35387.12211303528      2.5417548945250905
35400.39062526364      2.541756258123968
35413.659137491995      2.541755571212965
35426.927649720354      2.5417524757236998
35440.19616194872      2.5417562230716837
35453.46467417708      2.541755740595135
35466.733186405436      2.541759071129837
35480.001698633794      2.541756424601453
35493.27021086215      2.5417562556417295
35506.53872309052      2.541755456038693
35519.807235318876      2.541754576179331
35533.075747547235      2.5417539163476963
35546.34425977559      2.5417574300805166
35559.61277200395      2.5417542541780467
35572.88128423232      2.5417523546855962
35586.149796460675      2.541749545089694
35599.41830868903      2.541758502423488
35612.68682091739      2.5417566476550486
35625.95533314575      2.541755023442707
35639.223845374116      2.5417600652065
35652.492357602474      2.54175513484881
35665.76086983083      2.5417552107463712
35679.02938205919      2.541748404795576
35692.29789428755      2.541751914081214
35705.56640651591      2.5417539240056564
35718.83491874427      2.5417531176259627
35732.10343097263      2.5417555668682534
35745.37194320099      2.541752555441828
35758.64045542935      2.541757574823
35771.908967657706      2.5417603076829693
35785.17747988607      2.541756056502828
35798.44599211443      2.5417533697210493
35811.71450434279      2.541754703032923
35824.98301657115      2.5417562300649963
35838.251528799505      2.541754238940246
35851.52004102787      2.5417617112240376
35864.78855325623      2.5417580122318513
35878.05706548459      2.541753596067009
35891.325577712945      2.541760005013586
35904.5940899413      2.541755993115406
35917.86260216967      2.5417595533902375
35931.13111439803      2.541755966922485
35944.399626626386      2.541753833512999
35957.668138854744      2.5417560363048617
35970.9366510831      2.5417547630673614
35984.20516331146      2.5417550686606565
35997.473675539826      2.5417576571210825
36010.742187768185      2.5417517789218027
36024.01069999654      2.541758196263684
36037.2792122249      2.5417580706131946
36050.54772445326      2.541751504613201
36063.816236681625      2.5417537976092808
36077.08474890998      2.5417543995988323
36090.35326113834      2.5417533905226337
36103.6217733667      2.541750507411772
36116.89028559506      2.5417547986061795
36130.158797823424      2.5417550231837773
36143.42731005178      2.541755712299235
36156.69582228014      2.541756382363249
36169.9643345085      2.5417582873293627
36183.23284673686      2.5417599863929654
36196.501358965215      2.5417537123633265
36209.76987119358      2.5417586649377273
36223.03838342194      2.5417547621514904
36236.3068956503      2.5417555538424645
36249.575407878656      2.5417604007317154
36262.843920107014      2.5417530930108367
36276.11243233538      2.5417538806411493
36289.38094456374      2.541749731543686
36302.649456792096      2.5417561907707795
36315.917969020455      2.5417545811370674
36329.18648124881      2.541756515465287
36342.45499347718      2.541759621207755
36355.72350570554      2.5417537183387204
36368.992017933895      2.541757670213455
36382.26053016225      2.5417544563427024
36395.52904239061      2.541757747028928
36408.79755461898      2.541753230526129
36422.066066847336      2.541756412955342
36435.334579075694      2.541754057330824
36448.60309130405      2.5417538559897697
36461.87160353241      2.5417524572782146
36475.14011576077      2.5417573137818374
36488.408627989134      2.541754695874639
36501.67714021749      2.541756410999199
36514.94565244585      2.5417598010986278
36528.21416467421      2.541757059422352
36541.48267690257      2.5417551389831607
36554.75118913093      2.5417575976577402
36568.01970135929      2.541756297228885
36581.28821358765      2.5417535472433697
36594.55672581601      2.5417529009787234
36607.82523804437      2.541756169745983
36621.09375027273      2.5417511517071185
36634.36226250109      2.541753410138868
36647.63077472945      2.5417551990887435
36660.89928695781      2.541757319843613
36674.167799186165      2.5417579514092896
36687.43631141453      2.5417554424184448
36700.70482364289      2.5417519416433434
36713.97333587125      2.5417527166362035
36727.241848099606      2.5417558991472196
36740.510360327964      2.5417563784004735
36753.77887255632      2.5417563077255667
36767.04738478469      2.54175580838126
36780.315897013046      2.5417532589685066
36793.584409241405      2.5417472424789382
36806.85292146976      2.541751108698876
36820.12143369812      2.5417503154060728
36833.38994592649      2.5417530948676847
36846.658458154845      2.5417578531383436
36859.9269703832      2.541759638686135
36873.19548261156      2.541755527989393
36886.46399483992      2.54175505924455
36899.732507068285      2.5417523766274366
36913.001019296644      2.5417608424167075
36926.269531525      2.5417556030838693
36939.53804375336      2.541759599182384
36952.80655598172      2.5417494236797133
36966.07506821008      2.541754356703837
36979.34358043844      2.541753822575526
36992.6120926668      2.541757354763582
37005.88060489516      2.541756941606271
37019.14911712352      2.54175744082445
37032.417629351876      2.5417541958819
37045.68614158024      2.5417530968958197
37058.9546538086      2.541754454125506
37072.22316603696      2.541755403696476
37085.491678265316      2.5417600737267656
37098.760190493675      2.541756196213301
37112.02870272204      2.541753212956334
37125.2972149504      2.541756899698315
37138.56572717876      2.541754662129565
37151.834239407115      2.5417544765831255
37165.10275163547      2.541754822218497
37178.37126386384      2.5417527940624782
37191.6397760922      2.5417551762991173
37204.908288320556      2.541759541009026
37218.176800548914      2.5417575847195844
37231.44531277727      2.5417523306189964
37244.71382500563      2.541756171628152
37257.982337233996      2.5417566799958253
37271.250849462354      2.5417543581169504
37284.51936169071      2.5417588050091164
37297.78787391907      2.541754218317558
37311.05638614743      2.541754500479472
37324.324898375795      2.541756675212938
37337.59341060415      2.5417568316893897
37350.86192283251      2.5417601384770303
37364.13043506087      2.541758234922768
37377.39894728923      2.5417503623341355
37390.667459517594      2.54175544515903
37403.93597174595      2.5417542565904894
37417.20448397431      2.5417548147151865
37430.47299620267      2.5417539642154314
37443.74150843103      2.541757183767828
37457.01002065939      2.5417561307917342
37470.27853288775      2.541752346176483
37483.54704511611      2.541758103951628
37496.81555734447      2.541756186240786
37510.084069572826      2.5417576498860615
37523.352581801184      2.5417534206840093
37536.62109402955      2.541752360742257
37549.88960625791      2.541755780420547
37563.158118486266      2.5417564568794178
37576.426630714624      2.5417573610363218
37589.69514294298      2.541758733218859
37602.96365517135      2.541751075910442
37616.23216739971      2.5417523426851614
37629.500679628065      2.541752539455362
37642.76919185642      2.541756828737498
37656.03770408478      2.5417533040246076
37669.30621631315      2.5417524863674856
37682.574728541505      2.54175323224174
37695.843240769864      2.5417545151004437
37709.11175299822      2.5417587859285034
37722.38026522658      2.5417551735248853
37735.64877745494      2.541755145452718
37748.917289683304      2.541759133810248
37762.18580191166      2.541759837587767
37775.45431414002      2.541757396758221
37788.72282636838      2.541756909527759
37801.99133859674      2.541761710915862
37815.2598508251      2.5417565643414197
37828.52836305346      2.5417547184576117
37841.79687528182      2.541752291744688
37855.06538751018      2.541753713120597
37868.333899738536      2.5417547710173705
37881.6024119669      2.541752772243739
37894.87092419526      2.54175375615966
37908.13943642362      2.5417548771177088
37921.40794865198      2.5417561932642716
37934.676460880335      2.541754073131498
37947.9449731087      2.541753285351332
37961.21348533706      2.5417572181655164
37974.48199756542      2.541751076043063
37987.750509793776      2.5417522806477817
38001.019022022134      2.5417572299126263
38014.28753425049      2.54175446921437
38027.55604647886      2.5417613510675543
38040.824558707216      2.5417533650961737
38054.093070935574      2.541751494100729
38067.36158316393      2.5417558820679593
38080.63009539229      2.541752349894717
38093.89860762066      2.54175690650289
38107.167119849015      2.5417568232135643
38120.43563207737      2.5417592307917363
38133.70414430573      2.54176247294025
38146.97265653409      2.5417518954708145
38160.241168762455      2.541754816664642
38173.509680990814      2.5417592494807426
38186.77819321917      2.541755344068904
38200.04670544753      2.5417599149103816
38213.31521767589      2.5417541916600697
38226.583729904254      2.541758325169201
38239.85224213261      2.541754088173789
38253.12075436097      2.5417589294333784
38266.38926658933      2.541756000292278
38279.65777881769      2.541755237924074
38292.926291046046      2.541758066615416
38306.19480327441      2.541755614075262
38319.46331550277      2.5417513540674896
38332.73182773113      2.541753728653479
38346.000339959486      2.5417540377038947
38359.268852187844      2.54175899636068
38372.53736441621      2.5417563482233003
38385.80587664457      2.5417584635656447
38399.07438887293      2.5417585192837464
38412.342901101285      2.541754828585707
38425.61141332964      2.5417577785958096
38438.87992555801      2.5417536888421073
38452.14843778637      2.541759584056318
38465.416950014725      2.541755021282965
38478.685462243084      2.5417569431838687
38491.95397447144      2.541758345838285
38505.22248669981      2.5417574742965336
38518.490998928166      2.5417519052873154
38531.759511156524      2.5417601627335653
38545.02802338488      2.541758531268983
38558.29653561324      2.541755896721728
38571.5650478416      2.5417599942131357
38584.833560069965      2.5417556073604546
38598.10207229832      2.541759623224376
38611.37058452668      2.541755154868619
38624.63909675504      2.541760346909035
38637.9076089834      2.54175612389442
38651.17612121176      2.541753648687895
38664.44463344012      2.541753289030154
38677.71314566848      2.541753282237744
38690.98165789684      2.541755911833633
38704.2501701252      2.5417518765824094
38717.51868235356      2.541758542201913
38730.78719458192      2.5417544984300138
38744.05570681028      2.541754566560695
38757.32421903864      2.541757535984593
38770.592731266996      2.541760021138715
38783.861243495354      2.541750558225119
38797.12975572372      2.541756784976572
38810.39826795208      2.5417529251746203
38823.666780180436      2.5417552515403865
38836.935292408794      2.541756567677415
38850.20380463715      2.541756304153903
38863.47231686552      2.541754556018331
38876.74082909388      2.5417562346800504
38890.009341322235      2.5417603027691404
38903.27785355059      2.541758647102363
38916.54636577895      2.5417504416883316
38929.81487800732      2.5417570532931397
38943.083390235675      2.5417583696723307
38956.35190246403      2.5417506513571295
38969.62041469239      2.541754120708352
38982.88892692075      2.5417518973500517
38996.157439149116      2.541753811066366
39009.425951377474      2.5417573351989984
39022.69446360583      2.5417570634908806
39035.96297583419      2.5417572367989316
39049.23148806255      2.5417585564642824
39062.50000029091      2.5417572360883445
39075.76851251927      2.5417555789701627
39089.03702474763      2.541751186693847
39102.30553697599      2.5417584527128785
39115.57404920435      2.5417538062863447
39128.842561432706      2.5417548712968387
39142.11107366107      2.5417493902741466
39155.37958588943      2.541754031420679
39168.64809811779      2.5417555423318485
39181.91661034615      2.541748992582911
39195.185122574505      2.5417534925057064
39208.45363480287      2.541755252796158
39221.72214703123      2.541759524358263
39234.99065925959      2.5417570246992205
39248.259171487945      2.54175674390011
39261.527683716304      2.541753214603999
39274.79619594467      2.5417542047797235
39288.06470817303      2.541756204212193
39301.333220401386      2.5417559775559377
39314.601732629744      2.541756039083423
39327.8702448581      2.5417543475367763
39341.13875708646      2.541752491786753
39354.40726931483      2.5417568032462072
39367.675781543185      2.5417542375917748
39380.94429377154      2.541758911690799
39394.2128059999      2.5417534147088365
39407.48131822826      2.541755365088165
39420.749830456625      2.5417609412813604
39434.01834268498      2.541756106344992
39447.28685491334      2.541761107613678
39460.5553671417      2.5417559951763704
39473.82387937006      2.5417611060681486
39487.092391598424      2.5417507276673468
39500.36090382678      2.5417537314362812
39513.62941605514      2.541755787817733
39526.8979282835      2.541757409791881
39540.16644051186      2.5417572700302915
39553.434952740216      2.541750247846264
39566.70346496858      2.5417556925301636
39579.97197719694      2.5417536405771624
39593.2404894253      2.541758392644514
39606.509001653656      2.541752574137265
39619.777513882014      2.5417575833438675
39633.04602611038      2.5417531679808256
39646.31453833874      2.5417572158189707
39659.5830505671      2.5417528942129586
39672.851562795455      2.5417532594077907
39686.12007502381      2.5417562330213244
39699.38858725218      2.5417536406036185
39712.65709948054      2.541758330009755
39725.925611708895      2.541755640996521
39739.19412393725      2.541753598704168
39752.46263616561      2.5417533700249457
39765.73114839398      2.5417548223566073
39778.999660622336      2.5417493946434826
39792.268172850694      2.5417590095094873
39805.53668507905      2.5417564483031394
39818.80519730741      2.541758309330277
39832.07370953577      2.5417604419336315
39845.342221764135      2.541758373192615
39858.61073399249      2.541749942504354
39871.87924622085      2.5417548866597386
39885.14775844921      2.5417572415648726
39898.41627067757      2.541750873354539
39911.68478290593      2.5417541513212973
39924.95329513429      2.5417531525632575
39938.22180736265      2.5417588282745887
39951.49031959101      2.541752420124887
39964.75883181937      2.5417582722268004
39978.02734404773      2.5417532664150846
39991.29585627609      2.5417522722076185
40004.56436850445      2.5417532965152114
40017.83288073281      2.5417587962506296
40031.101392961165      2.541752611262368
40044.36990518953      2.541753049072015
40057.63841741789      2.541754286523553
40070.90692964625      2.5417600724338922
40084.175441874606      2.5417561897500773
40097.443954102964      2.5417592313344386
40110.71246633132      2.5417593562018994
40123.98097855969      2.5417581046838627
40137.24949078805      2.5417566040289965
40150.518003016405      2.5417563688351934
40163.78651524476      2.541755691566094
40177.05502747312      2.5417516915947096
40190.32353970149      2.5417566383888475
40203.592051929845      2.5417566130103855
40216.8605641582      2.5417513742807443
40230.12907638656      2.5417545160331616
40243.39758861492      2.5417598926958056
40256.666100843286      2.5417571935524728
40269.934613071644      2.5417570157632143
40283.2031253      2.5417530187385946
40296.47163752836      2.5417559855677916
40309.74014975672      2.541753029426195
40323.00866198508      2.5417549809030695
40336.27717421344      2.541753859214069
40349.5456864418      2.54175047047823
40362.81419867016      2.5417565937838713
40376.08271089852      2.541751554713967
40389.351223126876      2.54176009579606
40402.61973535524      2.5417552413105526
40415.8882475836      2.5417547548848276
40429.15675981196      2.541755421758764
40442.42527204032      2.5417535137136897
40455.693784268675      2.541753237730183
40468.96229649704      2.5417561840854797
40482.2308087254      2.541754647250104
40495.49932095376      2.5417541891836066
40508.767833182115      2.541756002868013
40522.03634541047      2.5417589657659163
40535.30485763884      2.541753363844287
40548.5733698672      2.5417544585911314
40561.841882095556      2.5417567856979906
40575.110394323914      2.5417533833062973
40588.37890655227      2.5417550334411727
40601.64741878063      2.541753548877814
40614.915931008996      2.541753302353303
40628.184443237355      2.541755465665849
40641.45295546571      2.541758358434755
40654.72146769407      2.541757310869222
40667.98997992243      2.541752227082585
40681.258492150795      2.5417584330951604
40694.52700437915      2.541756459583105
40707.79551660751      2.541754972533151
40721.06402883587      2.541754106175923
40734.33254106423      2.541755253352986
40747.601053292594      2.541754589518797
40760.86956552095      2.541758121732145
40774.13807774931      2.541756934626363
40787.40658997767      2.541758240210914
40800.67510220603      2.5417541607531993
40813.94361443439      2.541759134567716
40827.21212666275      2.541756884148276
40840.48063889111      2.5417547524266975
40853.74915111947      2.541757653381041
40867.017663347826      2.5417591425956103
40880.286175576184      2.54175511629894
40893.55468780455      2.5417582485319272
40906.82320003291      2.5417567780887054
40920.09171226127      2.5417522381471804
40933.360224489625      2.5417566141942425
40946.62873671798      2.5417543390997883
40959.89724894635      2.5417554818718884
40973.16576117471      2.541755196342061
40986.434273403065      2.541754756331024
40999.70278563142      2.541757904512458
41012.97129785978      2.5417537311146585
41026.23981008815      2.54175757738834
41039.508322316506      2.5417552239631562
41052.776834544864      2.541757867130656
41066.04534677322      2.5417564026160653
41079.31385900158      2.5417593038216633
41092.58237122994      2.54175445932543
41105.850883458304      2.541755740875696
41119.11939568666      2.5417563778422956
41132.38790791502      2.541753594074166
41145.65642014338      2.541758043470875
41158.92493237174      2.5417555568438073
41172.1934446001      2.5417582392001967
41185.46195682846      2.5417543376601297
41198.73046905682      2.541761324027876
41211.99898128518      2.541755985327188
41225.26749351354      2.541755443409287
41238.5360057419      2.54175858105901
41251.80451797026      2.5417534929402463
41265.07303019862      2.5417583493724236
41278.34154242698      2.5417560943062085
41291.610054655335      2.541753786752127
41304.8785668837      2.5417545514339195
41318.14707911206      2.541754083552792
41331.41559134042      2.5417552309556117
41344.684103568776      2.541759661650134
41357.952615797134      2.5417564583419465
41371.22112802549      2.5417578331226847
41384.48964025386      2.5417536415300175
41397.758152482216      2.541756921200346
41411.026664710575      2.5417569129385003
41424.29517693893      2.541754145512217
41437.56368916729      2.541754550403458
41450.83220139566      2.541754193749822
41464.100713624015      2.541752302692521
41477.36922585237      2.54175860344264
41490.63773808073      2.5417584882292776
41503.90625030909      2.541749400732473
41517.174762537456      2.5417573883233655
41530.443274765814      2.541758292234016
41543.71178699417      2.541758061269217
41556.98029922253      2.5417579779849193
41570.24881145089      2.5417543680001398
41583.517323679254      2.541757834414293
41596.78583590761      2.5417568079060624
41610.05434813597      2.541752690772714
41623.32286036433      2.5417516048236424
41636.59137259269      2.5417604754855736
41649.859884821046      2.5417572702189077
41663.12839704941      2.541756621200972
41676.39690927777      2.5417598715969585
41689.66542150613      2.541761271774782
41702.933933734486      2.541756140598756
41716.202445962845      2.541756523158138
41729.47095819121      2.541759816044964
41742.73947041957      2.5417581463355883
41756.00798264793      2.541752530526964
41769.276494876285      2.5417618730341274
41782.54500710464      2.5417541245196102
41795.81351933301      2.541754127364242
41809.08203156137      2.5417558298137575
41822.350543789726      2.5417569335050714
41835.619056018084      2.541755580145792
41848.88756824644      2.541755545613272
41862.1560804748      2.541754282518903
41875.424592703166      2.541757299947293
41888.693104931524      2.541756229697229
41901.96161715988      2.541755093265877
41915.23012938824      2.5417526860184263
41928.4986416166      2.541757072650219
41941.767153844965      2.541755517650508
41955.03566607332      2.54175285618863
41968.30417830168      2.541755041902852
41981.57269053004      2.541759350121145
41994.8412027584      2.5417558065412837
42008.109714986764      2.5417548111123747
42021.37822721512      2.541756453692585
42034.64673944348      2.54175372569084
42047.91525167184      2.541759057378465
42061.1837639002      2.541763873503799
42074.45227612856      2.5417562990967593
42087.72078835692      2.5417558738961867
42100.98930058528      2.541754108942946
42114.25781281364      2.541759697644181
42127.526325041996      2.541754559141643
42140.794837270354      2.5417547923298396
42154.06334949872      2.5417549552502905
42167.33186172708      2.5417535784347205
42180.600373955436      2.541753563363266
42193.868886183795      2.541755385776656
42207.13739841215      2.5417577022886477
42220.40591064052      2.541757012801373
42233.67442286888      2.5417554994887093
42246.942935097235      2.5417511628291676
42260.21144732559      2.5417522291845707
42273.47995955395      2.5417516981963852
42286.74847178232      2.5417546577063317
42300.016984010676      2.5417529760281
42313.285496239034      2.5417597120786324
42326.55400846739      2.5417563092667144
42339.82252069575      2.541754197277996
42353.091032924116      2.54175773154238
42366.359545152474      2.5417524483923364
42379.62805738083      2.5417554437767182
42392.89656960919      2.5417523306393535
42406.16508183755      2.5417560821506537
42419.43359406591      2.541753208749277
42432.70210629427      2.5417493908703106
42445.97061852263      2.541755499402503
42459.23913075099      2.5417552578990046
42472.50764297935      2.541757422368129
42485.776155207706      2.5417534249794205
42499.04466743607      2.541752654137986
42512.31317966443      2.5417521098626006
42525.58169189279      2.54176276170545
42538.85020412115      2.541755531364291
42552.118716349505      2.54175301248018
42565.38722857787      2.5417539587043287
42578.65574080623      2.541757313218591
42591.92425303459      2.541760974453989
42605.192765262946      2.5417578269255907
42618.461277491304      2.5417529367081557
42631.72978971966      2.5417572940659507
42644.99830194803      2.5417526358724287
42658.266814176386      2.541751139630108
42671.535326404744      2.541756626348768
42684.8038386331      2.5417540648642425
42698.07235086146      2.541751672465247
42711.34086308983      2.5417514413158644
42724.609375318185      2.541757732446689
42737.87788754654      2.541750280148223
42751.1463997749      2.5417521003100236
42764.41491200326      2.541753395394154
42777.683424231625      2.541753791664061
42790.951936459984      2.5417557910860347
42804.22044868834      2.541755485296121
42817.4889609167      2.5417558872824433
42830.75747314506      2.5417551908245026
42844.025985373424      2.541755983130178
42857.29449760178      2.5417516036596344
42870.56300983014      2.5417568322988737
42883.8315220585      2.5417554975676317
42897.10003428686      2.541754820764889
42910.368546515216      2.5417539059456074
42923.63705874358      2.5417515069636734
42936.90557097194      2.541763194203522
42950.1740832003      2.5417552623662094
42963.442595428656      2.5417544439871964
42976.711107657015      2.541755576003276
42989.97961988538      2.541758530980147
43003.24813211374      2.5417570355962047
43016.5166443421      2.5417539601520107
43029.785156570455      2.541757331233905
43043.05366879881      2.541750284930124
43056.32218102718      2.5417528605927395
43069.59069325554      2.5417583037117746
43082.859205483895      2.5417560847176466
43096.127717712254      2.54175894695318
43109.39622994061      2.541754927259682
43122.66474216898      2.541760271795946
43135.933254397336      2.54175597426351
43149.201766625694      2.5417534324998994
43162.47027885405      2.5417550988159316
43175.73879108241      2.5417537716779517
43189.00730331077      2.541756249260787
43202.275815539135      2.541760087223962
43215.54432776749      2.5417569118065306
43228.81283999585      2.5417556352633226
43242.08135222421      2.5417591657777026
43255.34986445257      2.541754419810035
43268.61837668093      2.541755965255345
43281.88688890929      2.541753812237911
43295.15540113765      2.541757768978291
43308.42391336601      2.5417559918602732
43321.69242559437      2.5417562883326097
43334.96093782273      2.541752091064475
43348.22945005109      2.5417569036394854
43361.49796227945      2.541753468477556
43374.76647450781      2.5417558361826083
43388.034986736166      2.541757712469492
43401.303498964524      2.5417541421962304
43414.57201119289      2.5417533281307034
43427.84052342125      2.541757449327277
43441.109035649606      2.54175690846071
43454.377547877964      2.5417543018883917
43467.64606010632      2.5417540378411885
43480.91457233469      2.541756319673633
43494.18308456305      2.541751727341267
43507.451596791405      2.541754996427674
43520.72010901976      2.5417532359384785
43533.98862124812      2.541755883574918
43547.25713347649      2.541751875143365
43560.525645704845      2.5417554618214835
43573.794157933204      2.541756276009301
43587.06267016156      2.5417559860173613
43600.33118238992      2.5417526119829352
43613.599694618286      2.5417582361106468
43626.868206846644      2.541761552362734
43640.136719075      2.5417571733611477
43653.40523130336      2.5417597976526918
43666.67374353172      2.541753957441027
43679.94225576008      2.541759760839454
43693.21076798844      2.541757883790654
43706.4792802168      2.5417535517805794
43719.74779244516      2.5417540444002253
43733.01630467352      2.5417561722058437
43746.284816901876      2.541754264049342
