TITLE     = "Translation of CGNS file Walls.cgns | Translation of CGNS file Walls.cgns | Translation of CGNS file Walls.cgns | Translation of CGNS file Walls.cgns | Translation of CGNS file Walls.cgns | Translation of CGNS file Walls.cgns | Translation of CGNS file Wal"
VARIABLES = "X" "Y" "Z" "X/C" "CP_AVG" "CP_RMS" "CF_AVG" "CF_RMS"
DATASETAUXDATA Alpha="3.5"
DATASETAUXDATA BasicAlgorithm="RANS"
DATASETAUXDATA CLtotal="-999"
DATASETAUXDATA Common.DensityVar="4"
DATASETAUXDATA Common.PressureVar="8"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
DATASETAUXDATA Common.VVar="6"
DATASETAUXDATA Common.WVar="7"
DATASETAUXDATA CtuAvg="-999"
DATASETAUXDATA CtuStart="-999"
DATASETAUXDATA Dt="1e-6"
DATASETAUXDATA Email="fulvio.sartor@onera.fr"
DATASETAUXDATA Eta="-999"
DATASETAUXDATA GridFileName="-999"
DATASETAUXDATA GridId="ONERA O-grid Unstructured"
DATASETAUXDATA GridLevel="TODO_GridLevel"
DATASETAUXDATA Institution="ONERA"
DATASETAUXDATA Mach="0.73"
DATASETAUXDATA Name="F. Sartor"
DATASETAUXDATA Notes=" "
DATASETAUXDATA ParticipantID="009"
DATASETAUXDATA Re="3e+6"
DATASETAUXDATA SolverName="elsA"
DATASETAUXDATA SubmissionDate="2026-05"
DATASETAUXDATA Tstatic="271.0"
DATASETAUXDATA TurbulenceModel="SA"
ZONE T="009.35 elsA ONERA-O Unstructured GRID LEVEL 1"
 STRANDID=2, SOLUTIONTIME=314008
 I=418, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 AUXDATA GridLevel="1"
 DT=(DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE )
 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
 9.999006474E-01 9.997819826E-01 9.996431418E-01 9.994831952E-01 9.993011421E-01
 9.990959064E-01 9.988663316E-01 9.986111754E-01 9.983291040E-01 9.980186862E-01
 9.976783873E-01 9.973065619E-01 9.969013744E-01 9.964609831E-01 9.959833853E-01
 9.954664203E-01 9.949077463E-01 9.943047735E-01 9.936549934E-01 9.929555930E-01
 9.922035261E-01 9.913954670E-01 9.905280527E-01 9.895977216E-01 9.886005963E-01
 9.875322163E-01 9.863884426E-01 9.851646716E-01 9.838558680E-01 9.824563927E-01
 9.809611202E-01 9.793640585E-01 9.776586917E-01 9.758385194E-01 9.738967355E-01
 9.718255989E-01 9.696174632E-01 9.672643653E-01 9.647572638E-01 9.620874917E-01
 9.592454391E-01 9.562211120E-01 9.530046370E-01 9.495844590E-01 9.459502557E-01
 9.420896945E-01 9.379914421E-01 9.336426269E-01 9.290310377E-01 9.241431852E-01
 9.189664704E-01 9.134866193E-01 9.076911519E-01 9.015652678E-01 8.950964620E-01
 8.882710240E-01 8.810758037E-01 8.734986059E-01 8.655271746E-01 8.571509940E-01
 8.483597367E-01 8.391442122E-01 8.294968082E-01 8.194135346E-01 8.088885254E-01
 7.979190019E-01 7.865039672E-01 7.746441622E-01 7.623420238E-01 7.496016345E-01
 7.364287462E-01 7.228309335E-01 7.088178193E-01 6.944012415E-01 6.795926888E-01
 6.644089996E-01 6.488697592E-01 6.329970457E-01 6.168155616E-01 6.003528931E-01
 5.836387543E-01 5.667041927E-01 5.495845106E-01 5.323149931E-01 5.149320786E-01
 4.974763380E-01 4.799846040E-01 4.624995933E-01 4.450593753E-01 4.277057605E-01
 4.104762935E-01 3.934115800E-01 3.765466792E-01 3.599198351E-01 3.435639838E-01
 3.275119572E-01 3.117935689E-01 2.964354095E-01 2.814620705E-01 2.668944215E-01
 2.527507554E-01 2.390457338E-01 2.257912314E-01 2.129969466E-01 2.006685326E-01
 1.888096562E-01 1.774227141E-01 1.665059510E-01 1.560561598E-01 1.460691306E-01
 1.365378974E-01 1.274534977E-01 1.188065678E-01 1.105871873E-01 1.027827119E-01
 9.538103065E-02 8.837088576E-02 8.173851201E-02 7.547050208E-02 6.955422714E-02
 6.397687962E-02 5.872374171E-02 5.378104797E-02 4.913623236E-02 4.477476322E-02
 4.068233334E-02 3.684545649E-02 3.325160096E-02 2.988845256E-02 2.674361317E-02
 2.380623330E-02 2.106635236E-02 1.851506707E-02 1.614427677E-02 1.394687556E-02
 1.191677627E-02 1.004908947E-02 8.340025530E-03 6.787423784E-03 5.390610855E-03
 4.150946234E-03 3.071613911E-03 2.158390266E-03 1.419309778E-03 8.477530486E-04
 4.400458025E-04 1.802815539E-04 4.732802293E-05 0.000000000E+00 4.117225825E-05
 1.466731398E-04 3.241235140E-04 5.719270628E-04 8.852510678E-04 1.264873854E-03
 1.712206411E-03 2.229285377E-03 2.818771127E-03 3.483512209E-03 4.230654948E-03
 5.058489633E-03 5.969360732E-03 6.965175029E-03 8.047247084E-03 9.216262427E-03
 1.047252029E-02 1.181585922E-02 1.324599180E-02 1.476244574E-02 1.636470788E-02
 1.805234253E-02 1.982507248E-02 2.168271540E-02 2.362527000E-02 2.565289366E-02
 2.776588449E-02 2.996472474E-02 3.225002571E-02 3.462256332E-02 3.708319622E-02
 3.963303797E-02 4.227401155E-02 4.500643235E-02 4.783155798E-02 5.075077974E-02
 5.376556116E-02 5.687739742E-02 6.008784770E-02 6.339850011E-02 6.681094549E-02
 7.032681642E-02 7.394779657E-02 7.767548052E-02 8.151212110E-02 8.545878637E-02
 8.951705068E-02 9.368855568E-02 9.797488162E-02 1.023775576E-01 1.068980476E-01
 1.115377600E-01 1.162980694E-01 1.211802206E-01 1.261857156E-01 1.313154696E-01
 1.365704174E-01 1.419515195E-01 1.474596159E-01 1.530954351E-01 1.588595922E-01
 1.647525681E-01 1.707746895E-01 1.769261870E-01 1.832073339E-01 1.896177106E-01
 1.961570425E-01 2.028248734E-01 2.096205673E-01 2.165433042E-01 2.235920749E-01
 2.307656749E-01 2.380627685E-01 2.454818344E-01 2.530208859E-01 2.606778934E-01
 2.684506264E-01 2.763366343E-01 2.843332464E-01 2.924375853E-01 3.006466641E-01
 3.089571350E-01 3.173653967E-01 3.258677322E-01 3.344602237E-01 3.431387565E-01
 3.518990313E-01 3.607366659E-01 3.696468467E-01 3.786247413E-01 3.876653568E-01
 3.967635517E-01 4.059140687E-01 4.151114738E-01 4.243502032E-01 4.336246333E-01
 4.429290539E-01 4.522576336E-01 4.616044662E-01 4.709636793E-01 4.803293485E-01
 4.896954804E-01 4.990558948E-01 5.084048269E-01 5.177363839E-01 5.270445442E-01
 5.363231880E-01 5.455669229E-01 5.547701422E-01 5.639265457E-01 5.730310815E-01
 5.820786925E-01 5.910635171E-01 5.999804166E-01 6.088252412E-01 6.175924158E-01
 6.262771897E-01 6.348763178E-01 6.433840258E-01 6.517969959E-01 6.601126138E-01
 6.683239340E-01 6.764308848E-01 6.844288003E-01 6.923140849E-01 7.000866161E-01
 7.077406053E-01 7.152789803E-01 7.226955448E-01 7.299911265E-01 7.371628797E-01
 7.442093886E-01 7.511307452E-01 7.579241589E-01 7.645916246E-01 7.711299919E-01
 7.775419619E-01 7.838250185E-01 7.899815586E-01 7.960103086E-01 8.019128168E-01
 8.076892156E-01 8.133401307E-01 8.188669357E-01 8.242695535E-01 8.295502574E-01
 8.347085287E-01 8.397469314E-01 8.446659121E-01 8.494670271E-01 8.541518098E-01
 8.587212068E-01 8.631772651E-01 8.675212167E-01 8.717547584E-01 8.758796824E-01
 8.798974169E-01 8.838099466E-01 8.876190071E-01 8.913262390E-01 8.949336688E-01
 8.984430859E-01 9.018562720E-01 9.051752284E-01 9.084017854E-01 9.115377489E-01
 9.145851416E-01 9.175458105E-01 9.204215806E-01 9.232144027E-01 9.259261598E-01
 9.285586220E-01 9.311136414E-01 9.335931520E-01 9.359988834E-01 9.383325554E-01
 9.405960281E-01 9.427911120E-01 9.449193924E-01 9.469825276E-01 9.489823187E-01
 9.509204568E-01 9.527984383E-01 9.546177367E-01 9.563800992E-01 9.580870949E-01
 9.597402172E-01 9.613405851E-01 9.628899281E-01 9.643897053E-01 9.658412856E-01
 9.672459161E-01 9.686047128E-01 9.699192447E-01 9.711907560E-01 9.724204603E-01
 9.736094109E-01 9.747587342E-01 9.758696862E-01 9.769433935E-01 9.779809196E-01
 9.789832822E-01 9.799512945E-01 9.808861376E-01 9.817887785E-01 9.826601410E-01
 9.835011220E-01 9.843125268E-01 9.850951584E-01 9.858499487E-01 9.865776968E-01
 9.872791748E-01 9.879551307E-01 9.886062488E-01 9.892332060E-01 9.898367498E-01
 9.904175445E-01 9.909762286E-01 9.915134204E-01 9.920297049E-01 9.925256410E-01
 9.930018089E-01 9.934587661E-01 9.938970367E-01 9.943171271E-01 9.947195268E-01
 9.951046983E-01 9.954730974E-01 9.958251769E-01 9.961613653E-01 9.964820745E-01
 9.967877019E-01 9.970786314E-01 9.973552256E-01 9.976178459E-01 9.978668405E-01
 9.981025424E-01 9.983252724E-01 9.985353392E-01 9.987330408E-01 9.989186645E-01
 9.990924918E-01 9.992547842E-01 9.994057974E-01 9.995457782E-01 9.996749643E-01
 9.997935847E-01 9.999018593E-01 1.000000000E+00
 -8.126303349E-02 -9.078938634E-02 -8.403383811E-02 -8.368746550E-02 -8.364492592E-02
 -8.378208185E-02 -8.385838467E-02 -8.389340450E-02 -8.389778229E-02 -8.390472414E-02
 -8.395689040E-02 -8.401401927E-02 -8.402474644E-02 -8.406029978E-02 -8.407511550E-02
 -8.389111351E-02 -8.687646127E-02 -9.620519409E-02 -1.748540949E-01 -1.219392769E-01
 -1.872600272E-02 -4.353469388E-02 -4.368164738E-02 -3.783257125E-02 -3.128513553E-02
 -2.499222024E-02 -1.878161161E-02 -1.253168978E-02 -6.194779339E-03 2.009587545E-04
 6.911537346E-03 1.329965049E-02 1.928840069E-02 2.563172850E-02 3.222790658E-02
 3.924012385E-02 4.560488753E-02 5.161968815E-02 5.836216404E-02 6.550325367E-02
 7.236396539E-02 7.873116223E-02 8.540576927E-02 9.319066021E-02 1.003883733E-01
 1.067266993E-01 1.139531452E-01 1.221476989E-01 1.293697498E-01 1.360524949E-01
 1.441175346E-01 1.519364555E-01 1.591461394E-01 1.671514434E-01 1.753426432E-01
 1.827656114E-01 1.910048383E-01 1.991466841E-01 2.069698548E-01 2.154205957E-01
 2.232028952E-01 2.318456345E-01 2.400939722E-01 2.482860193E-01 2.566945960E-01
 2.648726730E-01 2.732064137E-01 2.815273354E-01 2.895961815E-01 2.979937771E-01
 3.057694889E-01 3.137920670E-01 3.217089029E-01 3.280483296E-01 3.358234628E-01
 3.419310506E-01 3.469951290E-01 3.530788397E-01 3.570369073E-01 3.592425724E-01
 3.612925311E-01 3.627279828E-01 3.618045352E-01 3.584848017E-01 3.541668860E-01
 3.479442599E-01 3.398679638E-01 3.298403069E-01 3.178084360E-01 3.037905877E-01
 2.878754004E-01 2.701904562E-01 2.509073432E-01 2.302191040E-01 2.083153407E-01
 1.853336814E-01 1.614081335E-01 1.367661272E-01 1.115176887E-01 8.552075516E-02
 5.940228517E-02 3.321487696E-02 6.428064448E-03 -1.965183322E-02 -4.594240057E-02
 -7.152203503E-02 -9.638608328E-02 -1.205297134E-01 -1.438013292E-01 -1.653650669E-01
 -1.856830627E-01 -2.032613233E-01 -2.171925504E-01 -2.286143454E-01 -2.347448748E-01
 -2.387276123E-01 -2.383174128E-01 -2.328589681E-01 -2.262166559E-01 -2.158075251E-01
 -2.020070207E-01 -1.880240321E-01 -1.716424765E-01 -1.527231966E-01 -1.342916176E-01
 -1.141594071E-01 -9.146116736E-02 -6.860667556E-02 -4.473582416E-02 -1.884479620E-02
 7.717381169E-03 3.387883202E-02 6.090080767E-02 8.857414089E-02 1.150303191E-01
 1.417610937E-01 1.696163284E-01 1.973735633E-01 2.253482102E-01 2.550728562E-01
 2.864939606E-01 3.183022848E-01 3.514990328E-01 3.865782968E-01 4.223378994E-01
 4.581422018E-01 4.939952358E-01 5.302312538E-01 5.664425333E-01 6.023111597E-01
 6.381299538E-01 6.742322868E-01 7.110311951E-01 7.488783325E-01 7.881272808E-01
 8.291287143E-01 8.720668865E-01 9.169366062E-01 9.634131867E-01 1.010482918E+00
 1.056122350E+00 1.097003860E+00 1.127905046E+00 1.141913642E+00 1.134372842E+00
 1.104502446E+00 1.055776689E+00 9.978730778E-01 9.322066314E-01 8.654416870E-01
 7.951526708E-01 7.163551473E-01 6.370077855E-01 5.532069458E-01 4.633483692E-01
 3.684468409E-01 2.683501233E-01 1.634106052E-01 5.304086570E-02 -5.573370943E-02
 -1.620055563E-01 -2.697307888E-01 -3.750332975E-01 -4.763075291E-01 -5.722748702E-01
 -6.619985809E-01 -7.450577302E-01 -8.213398430E-01 -8.906230119E-01 -9.535211262E-01
 -1.010529462E+00 -1.061180587E+00 -1.105750660E+00 -1.145399885E+00 -1.181012853E+00
 -1.213290848E+00 -1.242700900E+00 -1.269031835E+00 -1.291776779E+00 -1.311335058E+00
 -1.329867304E+00 -1.346034996E+00 -1.358661812E+00 -1.369675494E+00 -1.379657532E+00
 -1.389067951E+00 -1.397931134E+00 -1.405876409E+00 -1.412377629E+00 -1.417266621E+00
 -1.420874994E+00 -1.423552029E+00 -1.426744151E+00 -1.429682536E+00 -1.431522617E+00
 -1.433572043E+00 -1.435665266E+00 -1.437407465E+00 -1.438352030E+00 -1.438234200E+00
 -1.437348952E+00 -1.436317446E+00 -1.436355297E+00 -1.437255916E+00 -1.438009763E+00
 -1.438583093E+00 -1.438506715E+00 -1.437462451E+00 -1.435737607E+00 -1.433921784E+00
 -1.432452827E+00 -1.431576422E+00 -1.431686000E+00 -1.431581632E+00 -1.430531946E+00
 -1.429109267E+00 -1.427363978E+00 -1.425804074E+00 -1.424823789E+00 -1.424460087E+00
 -1.424682295E+00 -1.425395037E+00 -1.425644210E+00 -1.425263816E+00 -1.424914221E+00
 -1.424633183E+00 -1.424495807E+00 -1.424637395E+00 -1.425501552E+00 -1.426709447E+00
 -1.427365230E+00 -1.427723646E+00 -1.428132893E+00 -1.428527918E+00 -1.429006646E+00
 -1.430324251E+00 -1.431327953E+00 -1.431594283E+00 -1.432401709E+00 -1.433284282E+00
 -1.431852132E+00 -1.418818082E+00 -1.385738328E+00 -1.341549032E+00 -1.298779936E+00
 -1.260159805E+00 -1.223742532E+00 -1.185209624E+00 -1.144085355E+00 -1.103755449E+00
 -1.065676297E+00 -1.027071208E+00 -9.860020651E-01 -9.417329617E-01 -8.909837247E-01
 -8.297208901E-01 -7.648376749E-01 -7.125528610E-01 -6.765476071E-01 -6.497395255E-01
 -6.273735325E-01 -6.073423645E-01 -5.883106847E-01 -5.699860788E-01 -5.524595880E-01
 -5.352469404E-01 -5.186537521E-01 -5.027877484E-01 -4.870703789E-01 -4.722357555E-01
 -4.578482333E-01 -4.436736791E-01 -4.303734213E-01 -4.171367509E-01 -4.046526775E-01
 -3.924609549E-01 -3.805389035E-01 -3.692271420E-01 -3.580633218E-01 -3.474690887E-01
 -3.370810543E-01 -3.271655112E-01 -3.175391819E-01 -3.082959738E-01 -2.994115251E-01
 -2.908482963E-01 -2.826750449E-01 -2.747879597E-01 -2.672860407E-01 -2.600544057E-01
 -2.531797806E-01 -2.465649502E-01 -2.402603066E-01 -2.342115931E-01 -2.284379201E-01
 -2.229148599E-01 -2.176076198E-01 -2.125524313E-01 -2.076828109E-01 -2.030380235E-01
 -1.985808341E-01 -1.943082249E-01 -1.902206598E-01 -1.862937702E-01 -1.825310310E-01
 -1.789107150E-01 -1.754383386E-01 -1.721126512E-01 -1.689127323E-01 -1.658417044E-01
 -1.628924246E-01 -1.600543546E-01 -1.573276752E-01 -1.547089120E-01 -1.521875771E-01
 -1.497633500E-01 -1.474290448E-01 -1.451785748E-01 -1.430098234E-01 -1.409244527E-01
 -1.389125291E-01 -1.369675359E-01 -1.350992703E-01 -1.332922693E-01 -1.315400080E-01
 -1.298545074E-01 -1.282319413E-01 -1.266526823E-01 -1.251179716E-01 -1.236367985E-01
 -1.222077936E-01 -1.208115773E-01 -1.194439534E-01 -1.181174943E-01 -1.168447744E-01
 -1.155937976E-01 -1.143498729E-01 -1.131459549E-01 -1.119780803E-01 -1.108424479E-01
 -1.097143740E-01 -1.085910553E-01 -1.075049006E-01 -1.064499255E-01 -1.054119115E-01
 -1.043787165E-01 -1.033576201E-01 -1.023614444E-01 -1.013862795E-01 -1.004387387E-01
 -9.949178243E-02 -9.854473437E-02 -9.762456700E-02 -9.672266440E-02 -9.583753978E-02
 -9.496954273E-02 -9.410296559E-02 -9.324688676E-02 -9.241704768E-02 -9.160164522E-02
 -9.080427987E-02 -9.002355585E-02 -8.924944913E-02 -8.849268917E-02 -8.775756627E-02
 -8.703805094E-02 -8.633721178E-02 -8.565421003E-02 -8.498759941E-02 -8.433876833E-02
 -8.370824803E-02 -8.309776095E-02 -8.250913300E-02 -8.194168530E-02 -8.139202773E-02
 -8.085991641E-02 -8.035081884E-02 -7.986451398E-02 -7.939671979E-02 -7.894854390E-02
 -7.852467822E-02 -7.812156338E-02 -7.773785591E-02 -7.737581507E-02 -7.703766378E-02
 -7.672271048E-02 -7.642994545E-02 -7.616425132E-02 -7.593026976E-02 -7.572734670E-02
 -7.556355810E-02 -7.545342756E-02 -7.540862215E-02 -7.542620664E-02 -7.543025517E-02
 -7.538104131E-02 -7.027042125E-02 -8.126303349E-02
 8.283525610E-02 8.566900818E-02 8.525070303E-02 8.552107487E-02 8.576101904E-02
 8.604166454E-02 8.638376032E-02 8.670441539E-02 8.694265625E-02 8.716816595E-02
 8.737962809E-02 8.760209519E-02 8.777636155E-02 8.768995400E-02 8.730710133E-02
 8.650061200E-02 8.555897780E-02 8.563771859E-02 9.070983872E-02 8.774787523E-02
 8.153556092E-02 8.234176611E-02 8.122480324E-02 8.006994217E-02 7.898192616E-02
 7.793840930E-02 7.689442630E-02 7.585097536E-02 7.481095719E-02 7.377399171E-02
 7.272175260E-02 7.170168863E-02 7.072207021E-02 6.972278065E-02 6.870029230E-02
 6.764818375E-02 6.664740512E-02 6.568371293E-02 6.467019420E-02 6.362067046E-02
 6.259312692E-02 6.161014571E-02 6.061016599E-02 5.952993369E-02 5.848681689E-02
 5.751708283E-02 5.649659891E-02 5.540508376E-02 5.437794476E-02 5.340508332E-02
 5.235266395E-02 5.130953150E-02 5.031605100E-02 4.928727798E-02 4.824870721E-02
 4.726543014E-02 4.625077362E-02 4.524438142E-02 4.426854404E-02 4.327124923E-02
 4.231648515E-02 4.133121760E-02 4.037068355E-02 3.943020127E-02 3.848980494E-02
 3.757240050E-02 3.665939588E-02 3.575872843E-02 3.488081007E-02 3.400223876E-02
 3.315966478E-02 3.232302789E-02 3.149783083E-02 3.075448809E-02 2.996859187E-02
 2.924810770E-02 2.859074916E-02 2.790412330E-02 2.729512286E-02 2.677424933E-02
 2.627140095E-02 2.578696201E-02 2.538464832E-02 2.507911820E-02 2.481523408E-02
 2.460387054E-02 2.444433328E-02 2.433562008E-02 2.427453980E-02 2.425522680E-02
 2.426999410E-02 2.431095727E-02 2.437063446E-02 2.444259407E-02 2.452230178E-02
 2.460802318E-02 2.469924510E-02 2.479402897E-02 2.489311016E-02 2.500285141E-02
 2.511468085E-02 2.522910152E-02 2.536051917E-02 2.548789250E-02 2.562827710E-02
 2.576803118E-02 2.590732487E-02 2.604692620E-02 2.618610193E-02 2.630345616E-02
 2.640747173E-02 2.645673713E-02 2.642325633E-02 2.632675146E-02 2.610229543E-02
 2.582147964E-02 2.543968636E-02 2.494303845E-02 2.443469355E-02 2.386953216E-02
 2.325843394E-02 2.268146149E-02 2.210003358E-02 2.150926912E-02 2.097059631E-02
 2.044638379E-02 1.991563086E-02 1.942120687E-02 1.895135012E-02 1.848586115E-02
 1.804513182E-02 1.764614840E-02 1.726847520E-02 1.691111339E-02 1.659920416E-02
 1.631165162E-02 1.603131583E-02 1.577281179E-02 1.553211372E-02 1.528527882E-02
 1.502969359E-02 1.478260370E-02 1.453087751E-02 1.426416483E-02 1.399744692E-02
 1.374131083E-02 1.349533380E-02 1.325314752E-02 1.301936020E-02 1.279913436E-02
 1.258788623E-02 1.237787778E-02 1.215888013E-02 1.191921710E-02 1.164442247E-02
 1.131577855E-02 1.091168359E-02 1.040693634E-02 9.774710324E-03 8.987065779E-03
 8.022517251E-03 6.884736874E-03 5.595080632E-03 4.344833163E-03 3.596724240E-03
 3.809804090E-03 4.862543477E-03 6.088810683E-03 7.275279735E-03 8.224876430E-03
 8.961021704E-03 9.646743109E-03 1.012994458E-02 1.053134454E-02 1.089496597E-02
 1.121203960E-02 1.149301465E-02 1.174621442E-02 1.198213327E-02 1.212822058E-02
 1.219138267E-02 1.223970093E-02 1.225444950E-02 1.223362171E-02 1.217813595E-02
 1.209036611E-02 1.197873901E-02 1.185780539E-02 1.172776762E-02 1.159303117E-02
 1.150207187E-02 1.143763623E-02 1.130779242E-02 1.111698663E-02 1.093314209E-02
 1.077171581E-02 1.064026189E-02 1.057807764E-02 1.057255957E-02 1.054403293E-02
 1.045712637E-02 1.038040157E-02 1.033559455E-02 1.023866201E-02 1.004443853E-02
 9.821105993E-03 9.694776334E-03 9.725279627E-03 9.857616923E-03 9.981571335E-03
 1.002425928E-02 9.983266711E-03 9.885381512E-03 9.775303038E-03 9.690505059E-03
 9.650055042E-03 9.673398612E-03 9.761604584E-03 9.889977611E-03 1.000042831E-02
 1.002460963E-02 9.935694660E-03 9.771745687E-03 9.623467065E-03 9.577371831E-03
 9.662001589E-03 9.842695610E-03 1.004225648E-02 1.018734535E-02 1.024692624E-02
 1.024260596E-02 1.022777709E-02 1.025503275E-02 1.035923692E-02 1.052317542E-02
 1.068070264E-02 1.076827802E-02 1.076826222E-02 1.072406916E-02 1.069800142E-02
 1.072562989E-02 1.080819894E-02 1.092895221E-02 1.105503133E-02 1.115315158E-02
 1.120897245E-02 1.122966915E-02 1.124601274E-02 1.129804353E-02 1.141940423E-02
 1.161665545E-02 1.186607669E-02 1.213987140E-02 1.241351404E-02 1.266093154E-02
 1.286136676E-02 1.302957304E-02 1.322414706E-02 1.353350183E-02 1.351263224E-02
 1.462102018E-02 4.103045116E-02 1.051108163E-01 1.740939726E-01 2.250683650E-01
 2.612165946E-01 2.872262605E-01 3.057146708E-01 3.199829477E-01 3.323059288E-01
 3.418591744E-01 3.465026284E-01 3.453454823E-01 3.371337606E-01 3.154816712E-01
 2.690127064E-01 2.047991474E-01 1.532534423E-01 1.265430798E-01 1.140744557E-01
 1.073962112E-01 1.031176141E-01 9.969450623E-02 9.640968567E-02 9.311469463E-02
 8.976359477E-02 8.634104629E-02 8.292946552E-02 7.956959583E-02 7.621410182E-02
 7.302015210E-02 6.998812379E-02 6.705658309E-02 6.440264716E-02 6.187063128E-02
 5.964105546E-02 5.767912702E-02 5.593669669E-02 5.454652238E-02 5.337351708E-02
 5.257083567E-02 5.199833672E-02 5.176040370E-02 5.175387409E-02 5.200177044E-02
 5.247035946E-02 5.309477288E-02 5.390938574E-02 5.479769077E-02 5.583203314E-02
 5.688985079E-02 5.804213103E-02 5.918662440E-02 6.038577181E-02 6.157922728E-02
 6.275864421E-02 6.398115037E-02 6.513533577E-02 6.630970972E-02 6.744208098E-02
 6.855778205E-02 6.966605336E-02 7.072674011E-02 7.177994173E-02 7.278846930E-02
 7.375991521E-02 7.472603874E-02 7.564892961E-02 7.654290755E-02 7.742035761E-02
 7.825695918E-02 7.906556373E-02 7.985443780E-02 8.060842894E-02 8.133532317E-02
 8.203996938E-02 8.270968143E-02 8.334822288E-02 8.396663180E-02 8.456251486E-02
 8.512188031E-02 8.566019243E-02 8.618102381E-02 8.666500459E-02 8.712412935E-02
 8.757350625E-02 8.799785245E-02 8.838220632E-02 8.874192783E-02 8.909086813E-02
 8.942223757E-02 8.970741104E-02 8.996206157E-02 9.020549001E-02 9.044497893E-02
 9.063200532E-02 9.077531405E-02 9.092225325E-02 9.104541231E-02 9.115629406E-02
 9.121044763E-02 9.123877244E-02 9.127379825E-02 9.128625312E-02 9.127716699E-02
 9.122767156E-02 9.115935025E-02 9.108659565E-02 9.099583139E-02 9.089958099E-02
 9.076367758E-02 9.060121951E-02 9.044737789E-02 9.027403327E-02 9.009135583E-02
 8.989788359E-02 8.967902671E-02 8.945456936E-02 8.923078631E-02 8.899634574E-02
 8.875857807E-02 8.851660419E-02 8.826271179E-02 8.800450952E-02 8.774925103E-02
 8.749228230E-02 8.723541405E-02 8.698037767E-02 8.672224979E-02 8.646165207E-02
 8.620808791E-02 8.595985579E-02 8.571241001E-02 8.546707090E-02 8.522631734E-02
 8.499018864E-02 8.475674382E-02 8.452636419E-02 8.430178014E-02 8.408298520E-02
 8.386576138E-02 8.365100106E-02 8.344010151E-02 8.323362611E-02 8.302972581E-02
 8.282805953E-02 8.263117998E-02 8.243647990E-02 8.224280933E-02 8.205774532E-02
 8.188228667E-02 8.171035631E-02 8.157322722E-02 8.148299023E-02 8.147827875E-02
 8.180731542E-02 8.077510792E-02 8.283525610E-02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02 -9.990000000E+02
